URL: /
Timestamp Wed Jan 11 2023 02:17:35 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:17:39 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:19:13 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:19:15 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:28:30 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:28:31 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:33:27 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:33:27 GMT-0600 (Central Standard Time)

URL: /documentation
Timestamp Wed Jan 11 2023 02:33:41 GMT-0600 (Central Standard Time)

URL: /favicon.ico
::1 - - [18/Jan/2023:19:26:41 +0000] "POST /users/1/WarGames HTTP/1.1" 404 156 "-" "PostmanRuntime/7.30.0"
::1 - - [18/Jan/2023:19:28:37 +0000] "POST /users/1/WarGames HTTP/1.1" 200 52 "-" "PostmanRuntime/7.30.0"
::1 - - [18/Jan/2023:19:43:58 +0000] "DELETE /users/2/Sixteen%20Candles HTTP/1.1" 200 52 "-" "PostmanRuntime/7.30.0"
::1 - - [18/Jan/2023:19:51:56 +0000] "DELETE /users/2 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:21:42:15 +0000] "GET / HTTP/1.1" 200 28 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:21:54:21 +0000] "GET /movies HTTP/1.1" 201 6671 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:03:44 +0000] "GET /movies/Sixteen%20Candles HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:04:08 +0000] "GET /movies/Sixteen%20Candles HTTP/1.1" 201 654 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:12:41 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:13:16 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:13:47 +0000] "GET /movies/genre/horror HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:14:03 +0000] "GET /movies/genre/horror HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:14:05 +0000] "GET /movies/genre/horror HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:14:27 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:14:58 +0000] "GET /movies HTTP/1.1" 201 6671 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:15:27 +0000] "GET /movies/genre/drama HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:16:22 +0000] "GET /movies/Valley%20Girl HTTP/1.1" 201 697 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:16:52 +0000] "GET /movies/genre/drama HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:22:33 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:24:47 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:24:51 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:28:13 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:34:18 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:34:53 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:37:13 +0000] "GET /movies/genre/horror HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:38:21 +0000] "GET /movies/genre/comdey HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:39:26 +0000] "GET /movies/genre/comdey HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:39:27 +0000] "GET /movies/genre/comdey HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:40:49 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:41:18 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:42:36 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:44:19 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 43 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:45:09 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:57:21 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 - "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:57:23 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 - "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:57:29 +0000] "GET /movies/genre/horror HTTP/1.1" 201 - "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:59:02 +0000] "GET /movies/genre/horror HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:22:59:14 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:00:04 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:00:56 +0000] "GET /movies/genre/drama HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:03:03 +0000] "GET /movies/genre/drama HTTP/1.1" 201 678 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:05:13 +0000] "GET /movies/genre/drama HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:05:45 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:07:22 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:07:59 +0000] "GET /movies/genre/drama HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:08:05 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:11:34 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:12:07 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 66 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:13:03 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 72 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:14:44 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:15:16 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
